dice,iou,accuracy,precision,recall,filename,error
0.16299473581594853,0.08872850774782425,0.9417724609375,0.08943089430894309,0.9186813186813186,RGB_mo097_2018_n_08_19_0.png,0.0582275390625
0.03459293656541559,0.017600901721073394,0.8463202582465278,0.017673689709211213,0.810379241516966,RGB_mo097_2018_n_09_01_0.png,0.1536797417534722
0.02914947947358083,0.014790304576622549,0.8324042426215278,0.014828137490007994,0.8528735632183908,RGB_mo097_2018_n_09_02_0.png,0.1675957573784722
0.09710080505753939,0.05102782392026578,0.8760240342881944,0.051573976915005246,0.8281381634372368,RGB_mo097_2018_n_09_07_0.png,0.12397596571180558
0.08794744603834294,0.045996353947552936,0.8615926106770834,0.04646769928220627,0.8193172356369692,RGB_mo097_2018_n_10_12_0.png,0.13840738932291663
0.06664949298611274,0.03447356945588449,0.7297159830729166,0.034700546234880995,0.8405197873597164,RGB_mo097_2018_n_11_04_0.png,0.27028401692708337
0.08567884743822154,0.04475677830940989,0.8700222439236112,0.04509843310566493,0.8552380952380952,RGB_mo097_2018_n_11_17_0.png,0.12997775607638884
0.05764702838365805,0.029678966298121754,0.7530042860243056,0.029991384880465217,0.7401993355481727,RGB_mo097_2018_n_12_14_0.png,0.24699571397569442
0.13305263157894737,0.07126747857465043,0.8882921006944444,0.07262698230291886,0.7919799498746867,RGB_mo097_2018_n_12_17_0.png,0.11170789930555558
0.05004773629465856,0.02566613410297377,0.8717922634548612,0.025781735348933528,0.8512820512820513,RGB_mo097_2018_n_13_04_0.png,0.12820773654513884
